#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	refseq_category	taxid	organism_name	ftp_path
GCF_900107595.1	representative genome	908615	Psychroflexus halocasei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/595/GCF_900107595.1_IMG-taxon_2675903162_annotated_assembly
GCF_001028175.1	representative genome	908627	Caballeronia mineralivorans PML1(12)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/028/175/GCF_001028175.1_ASM102817v1
GCF_001440545.1	representative genome	908809	Caloramator mitchellensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/545/GCF_001440545.1_ASM144054v1
GCF_011022235.1	representative genome	908842	Magnetospirillum aberrantis SpK	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/022/235/GCF_011022235.1_ASM1102223v1
GCF_008831125.1	representative genome	908846	Pseudoclavibacter caeni	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/125/GCF_008831125.1_ASM883112v1
GCF_000242335.1	representative genome	908937	Prevotella dentalis DSM 3688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/335/GCF_000242335.1_ASM24233v3
GCF_900156705.1	representative genome	908941	Salimicrobium salexigens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/705/GCF_900156705.1_IMG-taxon_2681813520_annotated_assembly
GCF_900220975.1	representative genome	908946	Rhizobium subbaraonis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/220/975/GCF_900220975.1_IMG-taxon_2740891857_annotated_assembly
GCF_003182415.1	representative genome	909613	Actinokineospora spheciospongiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/182/415/GCF_003182415.1_ASM318241v1
GCF_001029505.1	representative genome	909625	Rubrobacter aplysinae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/029/505/GCF_001029505.1_ASM102950v1
GCF_001514305.1	representative genome	909626	Streptomyces dysideae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/305/GCF_001514305.1_ASM151430v1
GCF_000512235.1	representative genome	909663	Syntrophorhabdus aromaticivorans UI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/235/GCF_000512235.1_ASM51223v1
GCF_002900975.1	representative genome	909926	Tabrizicola aquatica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/900/975/GCF_002900975.1_ASM290097v1
GCF_021729135.1	representative genome	909936	Brevibacterium daeguense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/729/135/GCF_021729135.1_ASM2172913v1
GCF_000183445.1	representative genome	910314	Dialister micraerophilus UPII 345-E	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/445/GCF_000183445.1_ASM18344v1
GCF_900112355.1	representative genome	910347	Streptomyces aidingensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/355/GCF_900112355.1_IMG-taxon_2675903061_annotated_assembly
GCF_900182565.1	representative genome	910412	Melghirimyces algeriensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/182/565/GCF_900182565.1_IMG-taxon_2724679802_annotated_assembly
GCF_019656055.1	representative genome	910540	Leuconostoc miyukkimchii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/656/055/GCF_019656055.1_ASM1965605v1
GCF_008933115.1	representative genome	911197	Phaeocystidibacter luteus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/933/115/GCF_008933115.1_ASM893311v1
GCF_003688555.1	representative genome	911205	Eilatimonas milleporae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/688/555/GCF_003688555.1_ASM368855v1
GCF_014199525.1	representative genome	912552	Conexibacter arvalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/199/525/GCF_014199525.1_ASM1419952v1
GCF_002101705.1	representative genome	912594	Mycolicibacterium iranicum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/705/GCF_002101705.1_ASM210170v1
GCF_006148925.1	representative genome	912802	Algibacter aestuarii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/148/925/GCF_006148925.1_ASM614892v1
GCF_900115115.1	representative genome	913024	Flavobacterium ummariense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/115/GCF_900115115.1_IMG-taxon_2675903027_annotated_assembly
GCF_017873955.1	representative genome	913099	Sedimentibacter acidaminivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/873/955/GCF_017873955.1_ASM1787395v1
GCF_003966975.1	representative genome	913107	Pelolinea submarina	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/975/GCF_003966975.1_ASM396697v1
GCF_003569045.1	representative genome	913108	Aggregatilinea lenta	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/569/045/GCF_003569045.1_Grel_assembly01
GCF_003544915.1	representative genome	913109	Arcobacter ellisii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/915/GCF_003544915.1_ASM354491v1
GCF_009711185.1	representative genome	913252	Paracoccus limosus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/711/185/GCF_009711185.1_ASM971118v1
GCF_000768335.1	representative genome	913325	Lysobacter arseniciresistens ZS79	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/768/335/GCF_000768335.1_ASM76833v1
GCF_002706425.1	representative genome	913848	Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/706/425/GCF_002706425.1_ASM270642v1
GCF_014636255.1	representative genome	913969	Knoellia flava	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/636/255/GCF_014636255.1_ASM1463625v1
GCF_000981765.1	representative genome	914150	Kangiella geojedonensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/765/GCF_000981765.1_ASM98176v1
GCF_005222225.1	representative genome	914153	Salinimonas lutimaris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/225/GCF_005222225.1_ASM522222v1
GCF_003057615.1	representative genome	914327	Metalysinibacillus jejuensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/057/615/GCF_003057615.1_ASM305761v1
GCF_000807855.2	representative genome	915059	Flammeovirga pacifica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/855/GCF_000807855.2_ASM80785v2
GCF_000503215.1	representative genome	915099	Pseudomonas canadensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/215/GCF_000503215.1_Pseudomonas_sp_2-92_R01
GCF_014202635.1	representative genome	915173	Faecalicoccus acidiformans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/202/635/GCF_014202635.1_ASM1420263v1
GCF_015207255.1	representative genome	915328	Romeria aff. gracilis LEGE 07310	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/207/255/GCF_015207255.1_ASM1520725v1
GCF_000585395.1	representative genome	915437	Saccharibacillus sacchari DSM 19268	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/395/GCF_000585395.1_ASM58539v1
GCF_000585355.1	representative genome	915438	Prevotella oryzae DSM 17970	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/355/GCF_000585355.1_ASM58535v1
GCF_900109175.1	representative genome	915471	Pseudomonas linyingensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/175/GCF_900109175.1_IMG-taxon_2663762776_annotated_assembly
GCF_010994165.1	representative genome	915472	Pseudomonas nitritireducens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/994/165/GCF_010994165.1_ASM1099416v1
GCF_001908725.1	representative genome	925775	Xanthomonas vesicatoria ATCC 35937	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/725/GCF_001908725.1_ASM190872v1
GCF_016862555.1	representative genome	926357	Asanoa siamensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/862/555/GCF_016862555.1_ASM1686255v1
GCF_000473365.1	representative genome	926549	Adhaeribacter aquaticus DSM 16391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/365/GCF_000473365.1_ASM47336v1
GCF_000281175.1	representative genome	926550	Caldilinea aerophila DSM 14535 = NBRC 104270	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/175/GCF_000281175.1_ASM28117v1
GCF_000519345.1	representative genome	926554	Deinococcus pimensis DSM 21231	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/345/GCF_000519345.1_ASM51934v1
GCF_000325705.1	representative genome	926556	Echinicola vietnamensis DSM 17526	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/325/705/GCF_000325705.1_ASM32570v1
GCF_000260115.1	representative genome	926559	Joostella marina DSM 19592	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/115/GCF_000260115.1_ASM26011v1
GCF_000430045.1	representative genome	926560	Calidithermus chliarophilus DSM 9957	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/045/GCF_000430045.1_ASM43004v1
GCF_000379025.1	representative genome	926561	Orenia marismortui DSM 5156	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/025/GCF_000379025.1_ASM37902v1
GCF_000236705.1	representative genome	926562	Owenweeksia hongkongensis DSM 17368	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/705/GCF_000236705.1_ASM23670v1
GCF_000515355.1	representative genome	926564	Promicromonospora kroppenstedtii DSM 19349	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/515/355/GCF_000515355.1_ASM51535v1
GCF_000426725.1	representative genome	926565	Sporocytophaga myxococcoides DSM 11118	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/725/GCF_000426725.1_ASM42672v1
GCF_000265425.1	representative genome	926566	Terriglobus roseus DSM 18391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/425/GCF_000265425.1_ASM26542v1
GCF_000237825.1	representative genome	926567	Thermanaerovibrio velox DSM 12556	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/825/GCF_000237825.1_ASM23782v1
GCF_000199675.1	representative genome	926569	Anaerolinea thermophila UNI-1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/199/675/GCF_000199675.1_ASM19967v1
GCF_000202835.1	representative genome	926570	Acidiphilium multivorum AIU301	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/202/835/GCF_000202835.1_ASM20283v1
GCF_000517025.1	representative genome	926692	Halonatronum saccharophilum DSM 13868	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/025/GCF_000517025.1_ASM51702v1
GCF_000737325.1	representative genome	927083	Sandaracinus amylolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/325/GCF_000737325.1_ASM73732v2
GCF_000517065.1	representative genome	927658	Alkaliflexus imshenetskii DSM 15055	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/065/GCF_000517065.1_ASM51706v1
GCF_000585375.1	representative genome	927661	Cryptosporangium arvum DSM 44712	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/375/GCF_000585375.1_ASM58537v1
GCF_900112255.1	representative genome	927664	Flexibacter flexilis DSM 6793	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/255/GCF_900112255.1_IMG-taxon_2675903165_annotated_assembly
GCF_000332215.1	representative genome	927668	Pseudanabaena biceps PCC 7429	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/215/GCF_000332215.1_ASM33221v1
GCF_002009015.1	representative genome	927787	Microbulbifer mangrovi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/015/GCF_002009015.1_ASM200901v1
GCF_000312525.1	representative genome	928210	Bartonella florencae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/525/GCF_000312525.1_ASM31252v1
GCF_000243395.2	representative genome	928724	Saccharomonospora glauca K62	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/395/GCF_000243395.2_ASM24339v3
GCF_000383775.1	representative genome	928729	Saccharomonospora halophila 8	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/775/GCF_000383775.1_ASM38377v1
GCF_900112515.1	representative genome	928856	Tritonibacter multivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/515/GCF_900112515.1_IMG-taxon_2615840706_annotated_assembly
GCF_016908395.1	representative genome	929098	Metabacillus crassostreae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/908/395/GCF_016908395.1_ASM1690839v1
GCF_000242635.2	representative genome	929556	Solitalea canadensis DSM 3403	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/635/GCF_000242635.2_ASM24263v3
GCF_000242915.1	representative genome	929558	Sulfurimonas gotlandica GD1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/915/GCF_000242915.1_ASM24291v2
GCF_000243335.1	representative genome	929563	Leptonema illini DSM 21528	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/335/GCF_000243335.1_ASM24333v1
GCF_000427405.1	representative genome	929703	Flectobacillus major DSM 103	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/405/GCF_000427405.1_ASM42740v1
GCF_900176145.1	representative genome	929705	Sulfobacillus thermosulfidooxidans DSM 9293	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/145/GCF_900176145.1_IMG-taxon_2506210005_annotated_assembly
GCF_000519325.1	representative genome	929712	Patulibacter minatonensis DSM 18081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/325/GCF_000519325.1_ASM51932v1
GCF_000243115.2	representative genome	929713	Niabella soli DSM 19437	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/115/GCF_000243115.2_ASM24311v3
GCF_000312545.1	representative genome	929794	Bartonella senegalensis OS02	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/545/GCF_000312545.1_ASM31254v1
GCF_902150025.1	representative genome	929795	Bartonella massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/150/025/GCF_902150025.1_PRJEB33160
GCF_002291425.1	representative genome	929813	Gibbsiella quercinecans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/291/425/GCF_002291425.1_ASM229142v1
GCF_003337485.1	representative genome	930114	Saliterribacillus persicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/337/485/GCF_003337485.1_ASM333748v1
GCF_900129485.1	representative genome	930117	Ornithinibacillus halophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/485/GCF_900129485.1_IMG-taxon_2654588106_annotated_assembly
GCF_900114155.1	representative genome	930118	Marinobacter persicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/155/GCF_900114155.1_IMG-taxon_2651870104_annotated_assembly
GCF_002019635.1	representative genome	930124	Metabacillus halosaccharovorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/019/635/GCF_002019635.1_ASM201963v1
GCF_900113025.1	representative genome	930128	Alteribacillus iranensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/025/GCF_900113025.1_IMG-taxon_2651870176_annotated_assembly
GCF_002886255.1	representative genome	930129	Alteribacillus bidgolensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/886/255/GCF_002886255.1_ASM288625v1
GCF_003628505.1	representative genome	930130	Oceanobacillus halophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/628/505/GCF_003628505.1_ASM362850v1
GCF_900111445.1	representative genome	930131	Oceanobacillus limi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/445/GCF_900111445.1_IMG-taxon_2654587897_annotated_assembly
GCF_009649745.1	representative genome	930132	Aquibacillus halophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/745/GCF_009649745.1_ASM964974v1
GCF_900110815.1	representative genome	930138	Aliicoccus persicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/815/GCF_900110815.1_IMG-taxon_2654588195_annotated_assembly
GCF_900109925.1	representative genome	930146	Mesobacillus persicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/925/GCF_900109925.1_IMG-taxon_2651870116_annotated_assembly
GCF_900104555.1	representative genome	930152	Litchfieldia salsa	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/555/GCF_900104555.1_IMG-taxon_2651870172_annotated_assembly
GCF_008370715.1	representative genome	930166	Pseudomonas brassicacearum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/370/715/GCF_008370715.1_ASM837071v1
GCF_000300005.1	representative genome	930169	Alloalcanivorax dieselolei B5	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/005/GCF_000300005.1_ASM30000v1
GCF_002943755.1	representative genome	930804	Aureitalea marina	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/943/755/GCF_002943755.1_ASM294375v1
GCF_002869505.1	representative genome	930805	Halioglobus japonicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/869/505/GCF_002869505.1_ASM286950v1
GCF_014652275.1	representative genome	930806	Halioglobus pacificus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/652/275/GCF_014652275.1_ASM1465227v1
GCF_005405345.1	representative genome	930854	Enterococcus viikkiensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/405/345/GCF_005405345.1_ASM540534v1
GCF_001277995.1	representative genome	931089	Corynebacterium deserti GIMN1.010	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/995/GCF_001277995.1_ASM127799v1
GCF_936269705.1	representative genome	931099	Rickettsia endosymbiont of Oedothorax gibbosus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/936/269/705/GCF_936269705.1_RiOegib_v1.0
GCF_936270145.1	representative genome	931100	Wolbachia endosymbiont of Oedothorax gibbosus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/936/270/145/GCF_936270145.1_WolOegibB_v1.0
GCF_936981045.1	representative genome	931101	Cardinium endosymbiont of Oedothorax gibbosus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/936/981/045/GCF_936981045.1_CaOegib_v1.0
GCF_000340885.1	representative genome	931276	Clostridium saccharoperbutylacetonicum N1-4(HMT)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/885/GCF_000340885.1_ASM34088v1
GCF_002812985.1	representative genome	931529	Aeromonas lusitana	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/985/GCF_002812985.1_MDC2473
GCF_007992535.1	representative genome	931535	Cellulomonas soli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/992/535/GCF_007992535.1_ASM799253v1
GCF_016862735.1	representative genome	931536	Cellulomonas oligotrophica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/862/735/GCF_016862735.1_ASM1686273v1
GCF_000247605.1	representative genome	931626	Acetobacterium woodii DSM 1030	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/605/GCF_000247605.1_ASM24760v1
GCF_018130265.1	representative genome	931866	Bradyrhizobium ottawaense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/265/GCF_018130265.1_ASM1813026v1
GCF_018917195.1	representative genome	932217	Anaerosalibacter bizertensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/917/195/GCF_018917195.1_ASM1891719v1
GCF_022179125.1	representative genome	932741	Methylobacterium cerastii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/179/125/GCF_022179125.1_ASM2217912v1
GCF_900110025.1	representative genome	933059	Gemmobacter aquatilis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/025/GCF_900110025.1_IMG-taxon_2615840721_annotated_assembly
GCF_003550175.1	representative genome	933063	Dichotomicrobium thermohalophilum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/550/175/GCF_003550175.1_ASM355017v1
GCF_004346185.1	representative genome	933073	Aquabacter spiritensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/185/GCF_004346185.1_ASM434618v1
GCF_027118995.1	representative genome	933080	Oxalobacter vibrioformis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/118/995/GCF_027118995.1_ASM2711899v1
GCF_003752585.1	representative genome	933926	Sinobacterium caligoides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/752/585/GCF_003752585.1_ASM375258v1
GCF_001751365.1	representative genome	933944	Streptomyces abyssalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/751/365/GCF_001751365.1_ASM175136v1
GCF_003633725.1	representative genome	933949	Brockia lithotrophica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/633/725/GCF_003633725.1_ASM363372v1
GCF_023283985.1	representative genome	934143	Shewanella electrodiphila	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/283/985/GCF_023283985.1_ASM2328398v1
GCF_900112975.1	representative genome	935223	Flavobacterium xueshanense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/975/GCF_900112975.1_IMG-taxon_2617270785_annotated_assembly
GCF_900108015.1	representative genome	935224	Flavobacterium urumqiense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/015/GCF_900108015.1_IMG-taxon_2617270781_annotated_assembly
GCF_001656035.1	representative genome	935293	Yersinia entomophaga	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/656/035/GCF_001656035.1_ASM165603v1
GCF_012913625.1	representative genome	935547	Mesorhizobium japonicum R7A	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/913/625/GCF_012913625.1_ASM1291362v1
GCF_000427465.1	representative genome	935557	Sinorhizobium arboris LMG 14919	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/465/GCF_000427465.1_ASM42746v1
